threshold,n,pos_rate,test_pos_rate,risk_rate_among_test_pos,tp_rate,fp_rate
0.26,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.27,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.28,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.29,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.3,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.31,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.32,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.33,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.34,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.35000000000000003,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.36,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.37,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.38,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.39,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.4,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.41000000000000003,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.42,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.43,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.44,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.45,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.46,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.47000000000000003,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.48,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.49,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.5,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.51,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.52,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.53,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.54,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.55,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.56,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.5700000000000001,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.58,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.59,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.6,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.61,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.62,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.63,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.64,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.65,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.66,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.67,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.68,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.6900000000000001,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.7000000000000001,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.71,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.72,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.73,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.74,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.75,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.76,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.77,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.78,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.79,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.8,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.81,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.8200000000000001,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.8300000000000001,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.84,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.85,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.86,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.87,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.88,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.89,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.9,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.91,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.92,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.93,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.9400000000000001,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.9500000000000001,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.96,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.97,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.98,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
0.99,750,0.2201127546956282,0.15333333333333332,0.34678953538698654,0.0531743954260046,0.10015893790732873
